 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,0.893,7.376,90,61,33738,374.867,42.401,363.500,317,470,121.578,92.778,6.822,0.537,0.093,0.522,121.555,92.776,6.831,119,90,5,6,6,5
2,1.419,10.502,143,95,56350,394.056,53.985,389.000,317,544,143.993,132.434,10.594,0.638,0.133,0.626,143.984,132.438,10.606,141,129,8,7,8,6
