 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.137,18.268,316,180,159044,503.304,159.303,458.500,317,994,171.785,133.823,11.440,0.889,0.224,0.902,171.816,133.955,11.433,169,127,7,7,13,10
2,2.908,15.758,293,158,135815,463.532,110.415,442.000,319,745,107.894,118.222,11.867,0.827,0.145,0.838,107.893,118.139,11.866,105,114,9,7,11,8
