 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,2.402,15.185,242,139,99408,410.777,63.806,400.500,317,611,154.975,137.004,10.174,0.773,0.137,0.770,154.960,137.010,10.163,151,133,7,9,10,7
2,3.057,20.348,308,189,125147,406.321,73.458,389.000,317,624,105.101,103.295,11.503,0.919,0.292,0.892,105.192,103.108,11.513,100,98,8,10,14,8
