 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.400,10.611,141,93,58204,412.794,77.049,390.000,317,611,121.390,122.482,11.865,0.644,0.140,0.644,121.440,122.478,11.870,119,119,9,6,8,7
2,1.429,10.221,144,91,56030,389.097,55.140,377.500,318,535,148.056,108.479,14.215,0.637,0.114,0.629,148.048,108.493,14.223,145,106,12,8,6,6
