 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.896,14.282,191,128,86111,450.843,126.381,403.000,317,867,193.654,158.168,8.079,0.787,0.245,0.773,193.738,158.440,8.073,191,151,4,6,12,8
2,0.834,8.510,84,70,32122,382.405,54.517,366.000,318,551,139.714,107.488,7.107,0.570,0.188,0.611,139.716,107.496,7.121,137,104,5,6,9,5
3,0.983,8.510,99,69,40655,410.657,81.770,388.000,317,624,161.545,180.444,8.040,0.573,0.162,0.551,161.571,180.489,8.040,159,178,5,6,6,7
4,3.057,19.402,308,180,157868,512.558,181.687,456.500,318,1170,97.714,157.023,10.610,0.901,0.243,0.900,97.565,156.878,10.645,94,152,6,10,11,10
5,1.132,8.729,114,76,54669,479.553,118.401,472.500,318,834,201.368,114.000,10.211,0.638,0.194,0.640,201.391,114.007,10.203,199,112,7,6,5,7
6,1.747,11.332,176,105,80358,456.580,122.740,417.500,318,839,180.045,141.688,11.494,0.708,0.164,0.704,180.059,141.674,11.505,177,139,8,7,7,8
7,0.308,3.784,31,28,11937,385.065,53.519,375.000,318,538,129.065,73.032,11.097,0.400,0.145,0.378,129.059,73.026,11.098,128,72,9,4,3,5
8,1.042,8.289,105,72,48973,466.410,140.708,395.000,319,855,137.867,146.124,12.476,0.608,0.178,0.580,137.882,146.176,12.508,136,144,9,5,6,7
9,1.082,8.094,109,78,46010,422.110,77.846,400.000,318,626,126.560,142.046,12.312,0.589,0.148,0.588,126.541,142.061,12.340,125,139,10,4,7,6
