 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.454,20.048,348,203,145911,419.284,83.724,402,317,746,111.011,81.905,6.968,0.889,0.229,0.890,110.824,81.905,6.942,105,78,3,14,8,8
2,2.353,23.107,237,188,88150,371.941,45.918,361,317,537,143.848,147.738,10.139,0.857,0.268,0.871,143.714,147.783,10.133,138,141,7,14,11,7
