 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,2.283,16.518,230,144,96228,418.383,88.731,394,318,701,153.400,157.926,7.283,0.799,0.218,0.766,153.498,158.078,7.196,149,153,3,9,10,9
2,1.380,9.863,139,90,69723,501.604,160.248,455,318,987,151.237,73.964,8.137,0.685,0.213,0.681,151.213,73.942,8.139,149,72,4,6,5,8
3,1.122,10.194,113,89,45878,406.000,72.081,387,317,666,99.381,79.991,7.195,0.655,0.245,0.662,99.294,79.945,7.136,96,78,4,8,6,7
4,1.211,9.162,122,81,57911,474.680,136.023,446,317,921,84.803,131.418,8.697,0.671,0.229,0.615,84.784,131.398,8.724,83,129,5,5,6,8
