 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,0.943,8.534,95,71,36166,380.695,55.396,369,317,551,116.568,120.053,10.021,0.561,0.157,0.549,116.659,120.015,9.992,113,117,7,7,7,6
2,1.539,11.554,155,102,59873,386.277,52.202,377,317,560,163.806,94.510,11.490,0.676,0.146,0.672,163.804,94.523,11.491,161,90,9,7,10,6
