 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.747,13.584,176,121,72465,411.733,87.615,388,317,728,149.466,126.489,10.830,0.711,0.206,0.719,149.543,126.437,10.865,146,123,8,8,9,7
2,1.648,11.947,166,108,68802,414.470,77.916,404,317,683,120.699,111.584,12.988,0.687,0.155,0.684,120.622,111.649,13.003,118,107,10,7,9,7
3,0.744,6.301,75,56,34177,455.693,98.705,471,317,772,129.760,84.187,15.080,0.530,0.128,0.509,129.709,84.209,15.199,128,82,13,5,5,5
