Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
12.884,62.559,1298,653,267438,206.039,66.857,183,140,519,157.442,97.277,3.727,1.460,0.397,1.403,157.457,97.343,3.452,148,85,1,17,25,10
18.572,95.582,1871,917,392730,209.904,84.990,177,140,663,99.359,128.630,4.604,1.730,0.558,1.667,99.003,127.839,4.314,91,115,1,18,30,11
