Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
13.589,93.383,1369,819,255503,186.635,55.949,166,140,537,123.399,79.898,6.660,1.874,0.775,1.891,123.190,79.906,6.682,106,75,1,35,11,13
3.305,23.229,333,197,65053,195.354,68.330,167,140,484,168.883,100.405,5.742,1.035,0.387,1.008,168.916,100.386,5.786,164,97,1,10,8,12
2.799,36.304,282,251,43588,154.567,17.854,148,140,260,159.894,145.798,8.869,0.967,0.415,0.936,159.948,145.827,8.933,155,141,1,11,11,16
14.006,66.702,1411,645,296461,210.107,75.089,182,140,579,131.602,157.100,5.690,1.521,0.374,1.539,131.472,157.151,5.484,121,150,1,22,15,14
