Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
12.269,53.282,1236,525,316841,256.344,136.169,203,140,871,145.897,107.705,5.974,1.443,0.317,1.435,145.890,107.829,5.879,139,98,1,15,18,14
11.902,50.779,1199,524,308335,257.160,126.052,206,140,707,99.355,136.008,4.882,1.371,0.217,1.352,99.402,135.850,4.501,91,129,1,16,18,11
