Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
3.127,18.228,315,185,73076,231.987,106.328,185.000,140,606,2.771,75.419,3.933,0.890,0.220,0.887,2.702,75.450,3.455,0,71,1,7,10,9
3.554,22.598,358,232,69773,194.897,56.813,178.000,140,436,65.137,91.531,2.877,0.863,0.167,0.863,65.187,91.648,2.650,59,86,1,12,12,7
8.815,42.930,888,419,202705,228.271,88.860,197.500,140,547,35.167,119.517,5.109,1.298,0.286,1.297,35.130,119.618,4.856,28,109,1,14,22,12
4.000,22.422,403,223,94675,234.926,108.111,193.000,140,694,57.958,144.330,4.789,1.018,0.303,1.048,57.974,144.320,4.567,54,141,1,9,8,11
