Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
3.196,22.227,322,195,61950,192.391,63.900,165.500,140,454,123.578,67.835,4.929,0.934,0.296,0.865,123.620,67.704,5.034,120,64,1,8,11,11
10.026,49.688,1010,496,218257,216.096,79.115,191.000,140,560,142.663,84.109,4.138,1.308,0.289,1.300,142.616,83.881,3.898,134,77,1,17,19,11
1.608,12.400,162,108,29651,183.031,42.759,166.500,140,332,80.272,102.389,4.062,0.738,0.242,0.705,80.284,102.389,4.047,77,100,1,7,7,9
1.529,16.584,154,121,25756,167.247,27.235,158.000,140,245,157.727,102.409,3.766,0.752,0.272,0.726,157.774,102.304,3.725,152,99,1,11,11,8
13.331,71.677,1343,674,290908,216.611,87.375,184.000,140,624,97.491,129.487,4.650,1.582,0.492,1.546,97.176,129.209,4.496,88,116,1,22,27,12
2.670,20.735,269,172,51339,190.851,60.854,169.000,140,454,129.271,145.985,5.320,0.953,0.364,0.895,129.376,145.945,5.406,123,143,1,11,7,12
2.611,44.593,263,255,38874,147.810,7.589,145.000,140,176,98.133,162.563,4.156,1.130,0.454,1.067,98.103,162.524,4.147,90,154,1,19,23,7
3.157,55.360,318,312,46813,147.211,6.179,146.000,140,174,117.613,162.761,4.072,1.077,0.373,1.069,117.620,162.753,4.073,107,152,1,20,20,7
3.633,57.830,366,351,54313,148.396,8.591,146.000,140,202,140.235,166.779,4.025,1.259,0.585,1.179,140.310,166.844,4.021,127,157,1,24,19,9
