Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
4.784,30.556,482,278,107425,222.873,97.059,184.500,140,571,118.946,97.678,3.853,1.026,0.252,1.002,118.871,97.753,3.431,112,93,1,14,11,10
2.362,16.647,238,152,49692,208.790,76.998,179.000,140,494,71.622,109.756,3.895,0.839,0.243,0.833,71.531,109.783,3.591,68,106,1,10,8,9
8.388,50.490,845,477,171204,202.608,76.207,174.000,140,598,150.585,144.315,5.149,1.337,0.432,1.398,150.710,144.080,5.117,143,137,1,19,17,12
3.325,22.812,335,198,68115,203.328,76.574,173.000,140,602,132.764,140.439,6.215,1.031,0.395,0.961,132.792,140.396,6.298,129,137,1,9,8,13
