Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
20.349,76.019,2050,779,476678,232.526,97.835,197,140,722,94.121,106.448,6.115,1.717,0.364,1.751,93.988,106.624,6.009,85,97,1,19,21,14
8.030,38.487,809,379,182406,225.471,98.553,187,140,663,143.646,138.277,5.549,1.264,0.319,1.247,143.566,138.228,5.468,139,132,1,12,14,12
