Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
12.795,57.971,1289,594,310968,241.247,104.525,201.000,140,636,132.418,103.165,4.331,1.386,0.226,1.365,132.395,103.198,3.812,123,96,1,20,18,11
8.487,116.713,855,762,127968,149.670,8.574,148.000,140,191,164.000,109.861,4.868,1.893,0.634,1.886,164.019,109.830,4.868,151,95,1,26,35,9
25.153,143.896,2534,1275,496430,195.908,70.754,168.000,140,661,111.644,147.672,5.503,2.085,0.749,2.087,112.101,147.504,5.627,90,140,1,41,20,14
2.978,48.797,300,291,44104,147.013,6.640,145.000,140,185,160.197,149.303,4.660,1.208,0.506,1.150,160.189,149.315,4.649,153,137,1,16,25,10
3.961,65.511,399,387,59036,147.960,7.314,146.000,140,178,142.441,163.348,4.256,1.373,0.566,1.339,142.415,163.376,4.244,133,155,1,24,20,9
5.033,84.893,507,491,74385,146.716,6.214,145.000,140,176,112.998,168.489,4.531,1.306,0.477,1.361,112.996,168.507,4.531,101,159,1,26,23,9
2.482,43.654,250,243,36735,146.940,6.253,145.500,140,172,138.044,180.384,4.796,0.981,0.409,0.971,138.050,180.383,4.795,126,174,1,22,14,9
