Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
10.115,52.508,1019,462,203351,199.559,61.036,178,140,451,153.304,113.331,7.103,1.330,0.264,1.328,153.428,113.252,7.110,144,107,1,17,13,14
9.222,41.551,929,446,227293,244.664,111.073,200,140,648,116.199,136.463,4.088,1.251,0.229,1.242,116.077,136.472,3.689,109,129,1,14,16,11
