Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
8.973,46.069,904,483,200990,222.334,100.206,181,140,596,141.152,83.570,3.998,1.264,0.320,1.253,141.025,83.082,3.732,133,77,1,16,17,11
2.015,14.481,203,135,37621,185.325,48.520,166,140,371,146.793,98.394,4.182,0.805,0.261,0.774,146.772,98.381,4.161,144,95,1,7,8,9
8.368,39.417,843,409,210020,249.134,130.319,196,140,841,89.654,123.720,4.655,1.229,0.238,1.219,89.497,123.768,4.201,84,118,1,12,15,11
3.564,22.237,359,216,76795,213.914,82.391,184,140,514,150.660,143.994,3.585,0.919,0.207,0.915,150.645,143.956,3.256,147,138,1,9,15,8
