Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
11.237,67.045,1132,639,206905,182.778,43.279,170,140,402,102.407,107.742,4.492,1.661,0.652,1.632,102.180,107.962,4.414,92,97,1,24,23,12
11.137,64.088,1122,611,205318,182.993,41.716,169,140,376,151.346,145.963,4.926,1.616,0.577,1.649,151.433,145.871,4.863,142,134,1,19,25,11
4.358,26.421,439,234,83483,190.166,54.467,170,140,406,135.524,88.982,9.128,1.084,0.368,1.040,135.524,88.948,9.199,131,85,2,9,9,15
