Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
16.766,68.902,1689,730,445504,263.768,137.792,204,140,781,147.261,110.287,5.258,1.603,0.373,1.589,147.215,110.688,4.873,140,96,1,16,25,13
17.768,69.246,1790,700,421047,235.222,99.334,196,140,615,99.206,128.447,5.772,1.598,0.298,1.622,99.330,128.492,5.686,92,118,1,17,22,14
