Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
11.544,53.819,1163,542,261858,225.157,93.480,189,140,612,103.030,125.084,4.926,1.384,0.281,1.378,102.904,125.077,4.751,97,116,1,13,20,13
16.061,69.152,1618,624,390158,241.136,125.952,187,140,845,158.585,129.354,7.634,1.598,0.363,1.581,158.630,129.180,7.752,152,121,1,15,19,17
