Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
20.428,82.935,2058,786,468993,227.888,98.056,191,140,693,143.114,96.735,7.121,1.726,0.363,1.790,143.305,96.757,7.191,133,88,1,20,20,15
15.326,79.519,1544,747,306543,198.538,68.915,175,140,627,109.260,140.450,4.914,1.701,0.561,1.616,109.357,140.629,4.848,97,128,1,25,23,12
