Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
3.286,30.496,331,243,52903,159.828,17.905,155,140,229,151.677,84.804,8.538,1.094,0.436,1.073,151.678,84.774,8.543,140,80,5,20,13,9
8.834,66.688,890,584,146966,165.130,23.630,159,140,272,118.290,135.562,11.255,2.008,1.096,1.681,118.387,135.578,11.260,96,125,6,44,18,11
