Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
7.157,34.723,721,349,156261,216.728,87.712,181,140,597,106.337,71.004,5.682,1.223,0.337,1.183,106.437,71.038,5.587,101,65,1,11,13,13
6.283,35.716,633,348,140696,222.269,95.848,181,140,614,164.246,101.829,4.152,1.128,0.260,1.116,164.270,101.878,3.697,157,95,1,13,15,10
5.321,34.823,536,304,116454,217.265,89.698,178,140,550,101.946,140.351,4.060,1.087,0.285,1.045,101.946,140.326,3.630,93,135,1,17,13,11
10.383,49.390,1046,461,247930,237.027,109.702,195,140,672,149.835,157.082,5.805,1.381,0.316,1.395,149.849,157.166,5.640,144,147,1,13,18,13
