Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
11.108,53.875,1119,513,293430,262.225,150.786,198,140,867,104.703,120.786,5.524,1.403,0.318,1.410,104.641,120.737,5.134,97,114,1,18,18,13
15.813,66.876,1593,637,400626,251.492,132.898,197,140,798,180.166,132.506,6.691,1.613,0.391,1.628,180.167,132.520,6.675,171,124,1,17,19,16
