Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
7.445,34.727,750,353,184513,246.017,118.242,198.500,140,690,129.135,79.876,4.825,1.198,0.252,1.197,129.049,79.943,4.506,123,75,1,13,13,12
9.370,42.507,944,437,243000,257.415,131.070,202.000,140,703,112.338,136.692,4.541,1.272,0.231,1.254,112.374,136.670,4.111,104,129,1,17,15,11
