Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
9.966,47.965,1004,508,240725,239.766,116.201,192,140,667,101.454,123.015,4.040,1.306,0.279,1.282,101.314,123.140,3.614,95,114,1,15,19,10
13.440,54.050,1354,541,314433,232.225,95.775,200,140,637,154.706,130.895,5.723,1.458,0.266,1.459,154.698,130.894,5.563,148,123,1,14,18,14
