Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
8.934,44.928,900,457,205084,227.871,98.082,186,140,543,130.384,83.510,4.459,1.303,0.313,1.325,130.274,83.447,4.079,121,79,1,20,12,11
12.597,60.857,1269,610,282632,222.720,98.475,184,140,699,116.190,138.350,5.314,1.512,0.421,1.524,115.894,138.233,5.339,104,133,1,25,12,13
