Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
10.343,52.923,1042,497,275664,264.553,159.220,192,140,823,146.524,98.824,4.998,1.334,0.282,1.326,146.433,98.770,4.576,139,91,1,18,16,13
8.308,47.874,837,431,193010,230.597,116.925,179,140,728,114.834,150.422,5.238,1.279,0.311,1.278,114.601,150.215,5.152,108,144,1,16,15,12
