Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
11.088,52.802,1117,527,248575,222.538,102.355,184,140,743,113.582,91.631,6.286,1.454,0.403,1.532,113.339,91.682,6.323,105,87,1,19,11,14
15.396,74.032,1551,690,337561,217.641,87.609,185,140,611,134.427,147.163,5.784,1.596,0.367,1.615,134.388,147.115,5.689,123,141,1,25,17,13
