 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,4.844,23.018,488,237,507396,1039.746,343.234,957.000,601,2111,120.406,80.779,8.283,0.990,0.176,1.008,120.429,80.641,8.279,116,75,4,10,12,9
2,6.412,26.574,646,298,736995,1140.859,411.214,1081.500,600,2758,156.692,111.639,13.844,1.089,0.162,1.085,156.693,111.511,13.997,151,105,9,11,14,9
