 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.926,12.420,194,116,226527,1167.665,605.501,960,600,3385,94.526,120.320,8.330,0.790,0.257,0.753,94.592,120.252,8.325,92,117,4,6,7,9
2,2.998,16.928,302,164,378346,1252.801,661.940,1054,601,3750,132.384,110.040,9.901,0.898,0.260,0.868,132.506,110.115,9.822,129,106,5,8,8,10
3,1.052,8.156,106,73,103347,974.972,323.904,884,602,1964,135.981,140.264,9.179,0.636,0.206,0.621,135.962,140.255,9.214,134,138,6,5,5,7
4,3.464,19.442,349,185,417631,1196.650,563.464,1031,600,3322,109.063,171.097,11.241,0.943,0.252,0.955,109.169,171.154,11.242,105,167,7,10,9,10
5,2.452,14.504,247,146,285906,1157.514,472.793,1027,601,2665,144.648,137.215,14.409,0.806,0.184,0.819,144.609,137.223,14.569,141,134,11,9,8,7
