 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,9.420,35.749,949,377,1202305,1266.918,570.234,1128,601,3140,114.926,106.633,7.843,1.294,0.240,1.311,115.066,106.629,7.759,109,100,2,12,13,12
2,9.083,39.414,915,410,962786,1052.225,426.260,914,600,2719,159.993,134.334,10.962,1.232,0.216,1.232,159.744,134.406,10.955,152,126,6,16,16,10
3,0.685,6.251,69,54,63309,917.522,261.579,825,605,1731,169.551,123.449,10.580,0.579,0.212,0.550,169.551,123.370,10.601,168,122,7,4,4,7
