 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,8.576,34.832,864,366,1102182,1275.674,661.107,1044.000,601,3734,126.929,142.991,10.083,1.252,0.259,1.298,126.941,142.899,10.077,119,138,5,17,10,12
2,7.981,30.424,804,347,1199805,1492.295,856.643,1212.500,602,4095,132.347,95.862,13.511,1.196,0.213,1.195,132.158,95.998,13.714,126,91,8,14,11,10
