 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,9.708,47.230,978,492,960248,981.849,356.856,882.000,600,2679,173.904,115.712,12.516,1.422,0.520,1.417,174.099,115.672,12.476,168,103,7,14,23,11
2,9.093,40.305,916,508,1017873,1111.215,406.422,1024.500,601,2530,138.434,110.944,14.930,1.319,0.452,1.290,138.396,111.050,15.123,134,100,11,11,24,7
