 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,6.194,26.802,624,275,730954,1171.401,549.658,997.500,600,3026,151.365,105.191,8.907,1.111,0.228,1.104,151.575,105.253,8.930,147,99,4,10,12,11
2,9.351,34.453,942,374,1042431,1106.615,418.582,1004.500,600,2570,102.366,137.018,11.397,1.239,0.141,1.233,102.469,137.140,11.383,96,129,7,13,15,10
