 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,2.323,14.851,234,141,237097,1013.235,331.019,927.500,603,2039,115.056,151.684,7.983,0.805,0.207,0.822,115.030,151.585,8.003,111,148,4,8,9,9
2,3.782,19.071,381,187,522960,1372.598,740.136,1136.000,602,3683,113.724,73.680,9.908,0.978,0.269,0.926,113.803,73.607,9.833,110,70,5,9,8,10
3,0.615,6.208,62,47,54601,880.661,226.459,815.000,600,1287,127.516,47.290,10.113,0.552,0.215,0.465,127.565,47.235,10.106,126,46,7,4,4,7
4,3.256,16.697,328,172,314715,959.497,261.568,921.000,600,1905,153.274,109.162,11.381,0.864,0.147,0.854,153.230,109.190,11.394,150,105,8,9,9,8
5,1.280,8.901,129,89,138039,1070.070,400.486,981.000,600,2218,129.946,112.853,14.349,0.673,0.206,0.631,129.907,112.812,14.401,127,111,11,6,5,7
