 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.544,19.905,357,185,412629,1155.823,543.622,982,601,2974,130.247,153.361,8.445,0.937,0.227,0.952,130.301,153.499,8.468,126,148,4,10,10,10
2,10.313,37.052,1039,389,1319270,1269.750,552.031,1131,600,2864,118.721,97.759,11.954,1.307,0.192,1.290,118.810,97.702,11.909,112,91,7,14,15,11
