 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,6.829,27.694,688,289,986723,1434.190,793.814,1140.500,601,4032,97.208,124.733,10.010,1.165,0.255,1.144,97.179,124.610,9.891,92,120,5,11,11,12
2,5.082,23.520,512,237,574208,1121.500,510.276,948.500,601,2983,134.039,90.041,10.846,1.024,0.199,0.992,133.929,90.203,10.806,130,85,6,10,10,11
