 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,2.660,15.248,268,150,268304,1001.134,356.964,888.500,601,2069,123.616,95.086,8.433,0.825,0.184,0.800,123.657,95.207,8.411,119,92,5,9,7,8
2,5.589,24.510,563,256,588869,1045.948,385.662,937.000,601,2295,152.400,141.440,10.933,1.052,0.179,1.073,152.452,141.329,10.940,147,137,7,13,11,9
